# t (s)	mx ()	my ()	mz ()
0	1.3004051e-09	3.950598e-10	0.9795364
5.039980490166569e-12	5.366229e-09	7.308606e-09	0.9556135
1.0039075320850431e-11	-9.711886e-09	2.8839365e-08	0.93727493
1.5031768981070607e-11	-6.2188995e-08	4.5036817e-08	0.92849386
2.0022074879617434e-11	-1.64707e-07	2.2913467e-08	0.91895324
2.5011438474463057e-11	-2.6417976e-07	-8.625472e-08	0.88855886
3.000007092836652e-11	-4.0921609e-07	-2.926076e-07	0.83883476
3.503736540792993e-11	-1.6691276e-07	-6.34894e-07	0.7716503
4.0025666728971334e-11	3.1934e-07	-4.9477944e-07	0.69848156
4.501300630582735e-11	4.4352046e-07	-1.532832e-07	0.64251506
5.000012173710273e-11	3.13875e-07	8.612303e-08	0.6107986
5.5036421113312273e-11	1.4924207e-07	1.4893754e-07	0.59983206
6.002345932009623e-11	5.6874207e-08	1.2602408e-07	0.6036552
6.501059327475065e-11	1.0403241e-08	9.797483e-08	0.61781937
7.004712558697624e-11	-1.6409384e-08	7.045233e-08	0.6387404
7.503425936379284e-11	-2.6785877e-08	4.6221995e-08	0.6635187
8.002141161454675e-11	-2.6477236e-08	2.79834e-08	0.6905464
8.500851215272501e-11	-2.3999881e-08	2.1267384e-08	0.7184092
9.004498582827343e-11	-2.255133e-08	1.5934077e-08	0.74618936
9.50320408866259e-11	-1.896287e-08	1.0831222e-08	0.7721032
1.000190429546518e-10	-9.97526e-09	3.2098608e-09	0.7949671
1.0500602075306244e-10	2.4691236e-09	-5.0040905e-09	0.8132624
1.1004232220823682e-10	1.8106906e-08	-1.1456733e-08	0.8262534
1.150291873465541e-10	2.8905207e-08	-8.296255e-09	0.8341973
1.2001603043229148e-10	2.7275586e-08	2.9629485e-10	0.8386777
1.250028417102527e-10	2.136615e-08	5.135777e-09	0.84110343
1.3003902327047344e-10	1.5901156e-08	5.7283667e-09	0.8424301
1.3502581359551103e-10	1.2016402e-08	5.530837e-09	0.84316397
1.4001261748146414e-10	8.9546885e-09	5.3497677e-09	0.8435956
1.450488140601658e-10	6.3538783e-09	5.0040905e-09	0.84386575
1.5003561999068575e-10	4.39504e-09	3.8847547e-09	0.8440406
1.5502243371748814e-10	4.115206e-09	4.213971e-09	0.84416014
1.6000924431148112e-10	3.7695287e-09	4.131667e-09	0.8442448
1.6504543938899802e-10	3.1275567e-09	3.9999803e-09	0.8443065
1.700322442626224e-10	2.5020452e-09	2.897105e-09	0.84435153
1.7501904727524283e-10	3.3909298e-09	3.1604783e-09	0.84438497
1.8000586954636427e-10	2.617271e-09	3.2921648e-09	0.84441
1.8504204634136994e-10	2.2715938e-09	3.094635e-09	0.8444291
1.9002885834817657e-10	2.897105e-09	3.0287917e-09	0.84444326
1.9501567613145443e-10	1.5967e-09	2.7983402e-09	0.844454
2.0000245999668704e-10	1.7119257e-09	2.1892896e-09	0.844462
2.0503864313732955e-10	1.2839443e-09	2.2386721e-09	0.8444682
2.100254386685732e-10	1.6131608e-09	1.9917596e-09	0.8444728
2.1501224349646855e-10	2.5678886e-09	1.316866e-09	0.84447634
2.2004841711912566e-10	3.1604783e-09	2.8312617e-09	0.84447896
2.2503521169375174e-10	2.4032802e-09	3.0287917e-09	0.844481
2.300220192321882e-10	1.2016401e-09	2.8312617e-09	0.8444825
2.350088062818752e-10	1.777769e-09	2.534967e-09	0.8444836
2.400449749302712e-10	1.4485525e-09	2.7983402e-09	0.8444845
2.450317918424577e-10	1.4485525e-09	3.4238514e-09	0.84448516
2.500185751557998e-10	1.218101e-09	2.255133e-09	0.8444857
2.550053740068706e-10	6.9135464e-10	2.7489577e-09	0.84448606
2.6004154479363366e-10	6.255113e-10	2.1399071e-09	0.84448636
2.650283480225762e-10	1.6131608e-09	1.6460824e-09	0.8444866
2.700151423543997e-10	2.0740638e-09	1.1851794e-09	0.84448665
2.7500193828302993e-10	2.6995752e-09	2.0246813e-09	0.84448683
2.8003809329262047e-10	1.777769e-09	2.0905246e-09	0.84448695
2.8502488513355096e-10	1.777769e-09	1.0534927e-09	0.8444871
2.9001167101253856e-10	2.4691236e-09	1.8436124e-09	0.8444871
2.950478367198494e-10	2.5020452e-09	3.1769392e-09	0.8444871
3.0003463367151564e-10	1.3497876e-09	3.1110958e-09	0.8444872
3.0502143243816537e-10	2.057603e-09	2.633732e-09	0.8444872
3.100082104087853e-10	2.633732e-09	2.3374371e-09	0.8444872
3.150443832975519e-10	1.9094557e-09	2.6666536e-09	0.8444872
3.2003117465124343e-10	1.777769e-09	1.9752988e-09	0.8444872
3.2501796185545787e-10	2.1069855e-09	2.0740638e-09	0.8444872
3.3000475928940497e-10	1.8436124e-09	9.218062e-10	0.8444872
3.3504092557752365e-10	3.0617133e-09	1.5143958e-09	0.8444872
3.4002770967715626e-10	2.534967e-09	2.0411421e-09	0.8444872
3.450144854928567e-10	2.3374371e-09	2.1069855e-09	0.8444872
3.500012633019886e-10	2.3703588e-09	2.1728288e-09	0.8444872
3.550374355558898e-10	3.0287917e-09	2.7489577e-09	0.8444872
3.600242189516929e-10	2.7654186e-09	2.5843494e-09	0.8444872
3.6501099958758044e-10	2.9464875e-09	2.897105e-09	0.8444872
3.700471808152354e-10	3.2427825e-09	3.2921648e-09	0.8444872
3.7503395239866404e-10	2.6995752e-09	2.6666536e-09	0.8444872
3.800207316460935e-10	2.7983402e-09	3.1110958e-09	0.8444872
3.850075066054602e-10	3.1110958e-09	2.4032802e-09	0.8444872
3.9004365537333207e-10	3.3909298e-09	3.4238514e-09	0.8444872
3.950304401225016e-10	2.5678886e-09	3.3415473e-09	0.8444872
4.00017217930084e-10	2.518506e-09	2.3703588e-09	0.84448725
4.0500399361223775e-10	3.358008e-09	2.3703588e-09	0.8444872
4.1004014809184783e-10	3.456773e-09	2.633732e-09	0.8444872
4.1502692706261975e-10	2.9464875e-09	2.8312617e-09	0.8444872
4.200137095013285e-10	3.3250864e-09	2.8641833e-09	0.8444872
4.2500048857992584e-10	3.4896948e-09	3.1604783e-09	0.8444872
4.3003663670710914e-10	2.7654186e-09	3.0123308e-09	0.8444872
4.3502343039620586e-10	3.2592433e-09	2.436202e-09	0.8444872
4.400101853067321e-10	3.1275567e-09	2.5678886e-09	0.8444872
