# t (s)	mx ()	my ()	mz ()
0	1.1522577e-09	3.292165e-10	0.9795362
2.5213968091474995e-12	1.1563729e-09	1.2016401e-09	0.9746582
5.048388504687279e-12	9.876495e-11	1.6296217e-09	0.97066414
7.521729345039572e-12	-6.58433e-10	1.3827093e-09	0.96797204
1.0043693553446199e-11	-1.0205711e-09	1.4814742e-09	0.9668841
1.2515355740641844e-11	-1.7613082e-09	6.9135464e-10	0.9676364
1.5035819842211852e-11	-1.2839443e-09	-3.292165e-10	0.97019106
1.7506386346417002e-11	-6.58433e-10	-1.0864144e-09	0.97418576
2.002601068341051e-11	6.5843296e-11	-1.7119257e-09	0.9792958
2.2545414012060834e-11	2.0411421e-09	-1.679004e-09	0.98455006
2.5015221609161945e-11	2.9300267e-09	-7.901196e-10	0.98795
2.7534284213910272e-11	2.8641833e-09	1.1851794e-09	0.9852332
3.0003830672902304e-11	1.8436124e-09	1.7119257e-09	0.9720182
3.2522642268548885e-11	1.5802392e-09	1.4814742e-09	0.94970167
3.5041358218223905e-11	2.3703588e-09	1.8106907e-09	0.92457974
3.7510568539227435e-11	1.9752988e-09	1.9094557e-09	0.9025646
4.0029034335874524e-11	1.4814742e-09	3.1275567e-09	0.8856219
4.2547220254667064e-11	9.218062e-10	4.016441e-09	0.87417084
4.5015950217986595e-11	8.1481083e-10	4.7407176e-09	0.8672303
4.7534094708119584e-11	1.0041102e-09	5.530837e-09	0.8634764
5.00028734163811e-11	-1.4814742e-10	6.748938e-09	0.8621724
5.252103800599645e-11	-9.547279e-10	6.2551133e-09	0.86252964
5.5039180841780605e-11	-1.3497876e-09	5.530837e-09	0.86403465
5.750793667371219e-11	-1.7119257e-09	5.069934e-09	0.8662187
6.002607499266684e-11	-1.8436124e-09	4.8065605e-09	0.8688921
6.254420975625465e-11	-2.2057505e-09	4.8065605e-09	0.87186235
6.501296621098291e-11	-2.4855844e-09	4.609031e-09	0.87498295
6.753110119950184e-11	-2.6666536e-09	4.7407176e-09	0.87832487
7.004922546048929e-11	-3.2921648e-09	4.609031e-09	0.8817963
7.251798188341259e-11	-3.456773e-09	3.8847547e-09	0.885326
7.503612095462526e-11	-3.9505976e-09	2.9629483e-09	0.88908625
7.750488146139272e-11	-3.4896948e-09	3.2263217e-09	0.8929781
8.002302608909128e-11	-4.115206e-09	3.6213814e-09	0.8972183
8.254116640190424e-11	-4.6748743e-09	3.5884598e-09	0.9018031
8.500993473020969e-11	-6.5843295e-09	3.1934e-09	0.9067143
8.752807909390471e-11	-8.7571586e-09	2.1069855e-09	0.9122453
9.00462364260141e-11	-9.678964e-09	-4.609031e-10	0.9184085
9.251501923758078e-11	-1.0074024e-08	-3.2098608e-09	0.9251571
9.503318879957509e-11	-9.218062e-09	-6.469104e-09	0.9328131
9.750198386004195e-11	-7.3744495e-09	-9.481435e-09	0.9410268
