# t (s)	mx ()	my ()	mz ()
0	1.2304466e-09	3.292165e-10	0.9795358
2.522426142814727e-12	8.580205e-10	8.724237e-10	0.9752662
5.049065921643327e-12	4.2798143e-10	7.078154e-10	0.9719063
7.522468081902369e-12	5.2674637e-10	1.0946448e-09	0.96974456
1.0044472767217257e-11	1.975299e-10	1.4156308e-09	0.96901554
1.2516289744943265e-11	-3.950598e-10	1.4732437e-09	0.96990275
1.5036684899385143e-11	-1.316866e-09	7.901196e-10	0.97237444
1.7507229902960667e-11	-1.316866e-09	-4.794215e-10	0.9761005
2.00268549933967e-11	-8.230412e-10	-1.2757139e-09	0.9808319
2.254622319227746e-11	-9.876495e-11	-2.3703588e-09	0.98586035
2.5016007320564117e-11	1.7448474e-09	-2.633732e-09	0.98995495
2.7520905286157803e-11	4.7407176e-09	-1.316866e-09	0.9919375
3.0046717649648086e-11	4.6254915e-09	3.094635e-09	0.9922682
3.2519909047576024e-11	1.4567829e-09	5.5966805e-09	0.99222666
3.50430763099129e-11	-4.032902e-09	4.1234367e-09	0.9922268
3.7511300113202396e-11	-5.8353624e-09	-1.218101e-09	0.9924174
4.00269403121969e-11	-1.316866e-09	-6.3209566e-09	0.9927174
4.254547128884074e-11	6.716016e-09	-4.609031e-09	0.99297404
4.5016573203948084e-11	8.534937e-09	3.4238514e-09	0.99314934
4.753538281646995e-11	1.679004e-09	8.921766e-09	0.99325925
5.00008120790978e-11	-6.7324772e-09	6.18927e-09	0.99337167
5.2515779669717797e-11	-8.460864e-09	-3.4238514e-09	0.99352425
5.5033413551334996e-11	4.115206e-10	-1.0271554e-08	0.9936489
5.750303219927606e-11	1.0880605e-08	-5.325077e-09	0.9937001
6.002060947840964e-11	1.1234513e-08	7.835352e-09	0.99375117
6.253561272319557e-11	-6.337417e-10	1.3958779e-08	0.99386513
6.500155267789635e-11	-1.25184565e-08	5.0040905e-09	0.9939489
6.751871105676788e-11	-9.843573e-09	-1.0995831e-08	0.9939699
7.003679433436056e-11	6.3044956e-09	-1.5868235e-08	0.9939763
7.250442086084751e-11	1.856781e-08	-2.6995752e-09	0.9940179
7.501972805817176e-11	1.2563724e-08	1.5275646e-08	0.99409586
7.753531262187637e-11	-8.271564e-09	1.856781e-08	0.99413913
8.000289967382556e-11	-2.1349688e-08	9.547279e-10	0.9941335
8.252038830796258e-11	-1.0839453e-08	-2.0724178e-08	0.99412334
8.503703249763828e-11	1.4615154e-08	-2.0872326e-08	0.99414825
8.750326813842338e-11	2.7458713e-08	2.633732e-09	0.99419767
9.001906683134462e-11	1.1333277e-08	2.6864065e-08	0.9942224
9.253583396947085e-11	-1.995052e-08	2.3045153e-08	0.99421155
9.500358729998087e-11	-3.114388e-08	-7.835352e-09	0.99419934
9.752006175004332e-11	-6.864164e-09	-3.4238514e-08	0.9942134
1.0003583012180279e-10	2.934965e-08	-2.3308527e-08	0.99424475
