# t (s)	mx ()	my ()	mz ()	E_total (J)	MaxAngle (rad)
0	1.0864144e-09	2.3045155e-10	0.97953576	-2.0725771e-17	0.26627177
2.5191016623298752e-12	1.2510226e-09	5.432072e-10	0.9734016	-2.0700792e-17	0.24629816
5.046394368900262e-12	1.1851794e-09	6.58433e-10	0.96803385	-2.0651914e-17	0.23648097
7.520408032430407e-12	1.3991701e-09	1.0864144e-09	0.9641417	-2.0585038e-17	0.23236035
1.0042952176902587e-11	9.876494e-10	1.876534e-09	0.96217626	-2.0502616e-17	0.2299486
1.2514975715846291e-11	2.3045155e-10	3.094635e-09	0.9624673	-2.0412836e-17	0.2298547
1.5035669139404973e-11	-1.4156308e-09	3.2921648e-09	0.96491414	-2.0313792e-17	0.22975501
1.7506365623509606e-11	-3.4896948e-09	2.633732e-09	0.96902955	-2.020658e-17	0.22967753
2.0026061229576346e-11	-5.432072e-09	7.901196e-10	0.9741312	-2.0078671e-17	0.23145838
2.2545486721083533e-11	-6.0246617e-09	-3.4238514e-09	0.9781811	-1.9917776e-17	0.23417255
2.501523526769152e-11	-4.2468926e-09	-8.032882e-09	0.97646385	-1.973294e-17	0.21901959
2.753421015959573e-11	1.3168659e-10	-1.0798301e-08	0.9609284	-1.9641394e-17	0.20679869
3.000366205628403e-11	5.7777494e-09	-9.744808e-09	0.9304758	-1.9747956e-17	0.21955307
3.2522361259014756e-11	9.020532e-09	-7.242763e-09	0.893932	-1.9917844e-17	0.2322208
3.5040983587615796e-11	1.1127518e-08	-1.316866e-09	0.8642625	-2.0043382e-17	0.23109852
3.751022276660524e-11	1.1555499e-08	2.7654186e-09	0.84336317	-2.0125074e-17	0.21266137
4.002864683134642e-11	1.1917637e-08	5.402237e-09	0.8282108	-2.0171747e-17	0.20840569
4.2546670247119524e-11	9.711886e-09	6.1810397e-09	0.8181709	-2.0189709e-17	0.21050462
4.5015397650575215e-11	7.868274e-09	6.864164e-09	0.8124808	-2.0191348e-17	0.21302283
4.753361552080568e-11	5.851823e-09	7.152228e-09	0.81004304	-2.0186392e-17	0.21510027
5.0002471851878326e-11	4.6254915e-09	6.9793895e-09	0.8101821	-2.0180668e-17	0.21588774
5.252065491187574e-11	2.3703588e-09	6.9176616e-09	0.8122995	-2.0176528e-17	0.21610105
5.5038809952982126e-11	1.3827093e-09	6.2016157e-09	0.8157896	-2.0174747e-17	0.2158421
5.750759587836133e-11	3.292165e-10	4.4855746e-09	0.8200437	-2.017504e-17	0.21767487
6.002577051155645e-11	1.5802392e-09	3.1522478e-09	0.82491434	-2.0176877e-17	0.21821958
6.25439385883781e-11	2.534967e-09	2.8888747e-09	0.83007216	-2.017965e-17	0.21939786
6.5012714167618e-11	3.1934e-09	3.654303e-09	0.835161	-2.0182759e-17	0.2205811
6.753088481516575e-11	3.7695287e-09	3.2592433e-09	0.8401699	-2.0185864e-17	0.22097522
7.004904019630235e-11	3.4896948e-09	3.456773e-09	0.8448684	-2.0188542e-17	0.22256994
