# t (s)	mx ()	my ()	mz ()
0	1.1892946e-09	5.5966803e-10	0.9795359
2.515981890486182e-12	1.497935e-09	6.58433e-10	0.97141826
5.043902173534589e-12	2.255133e-09	6.58433e-10	0.9637266
7.518488905607644e-12	3.7201462e-09	2.0082205e-09	0.95768857
1.004138336043964e-11	4.4773443e-09	5.333307e-09	0.9539678
1.2513549559398057e-11	2.9300267e-09	9.613121e-09	0.95294666
1.5034236278481935e-11	-5.925897e-10	1.3432032e-08	0.95424086
1.750495057028423e-11	-7.835352e-09	1.580239e-08	0.9569374
2.002470439069312e-11	-1.797522e-08	1.5539019e-08	0.95913446
2.2544221643189308e-11	-3.013977e-08	9.876494e-09	0.95608824
2.5014160972341598e-11	-3.8682938e-08	-3.555538e-09	0.93970704
2.7533212984198425e-11	-3.8222034e-08	-2.2123348e-08	0.90426975
3.000268527963848e-11	-2.3703587e-08	-3.5522458e-08	0.8642733
3.252141550077117e-11	-5.2016205e-09	-4.1283748e-08	0.83065975
3.5040140080617746e-11	1.4090466e-08	-4.154712e-08	0.80218256
3.750953776066341e-11	2.9283806e-08	-3.39093e-08	0.77888805
4.00278907652965e-11	3.8082117e-08	-2.1596602e-08	0.76024806
4.2545938395395485e-11	3.8419564e-08	-7.637823e-09	0.74685067
4.501476746295754e-11	3.4040983e-08	4.312736e-09	0.73837394
4.753301389553833e-11	2.7061596e-08	1.21604335e-08	0.73383963
5.0001841873987705e-11	1.9637763e-08	1.5351777e-08	0.7329324
5.25200129402925e-11	1.3152198e-08	1.5539019e-08	0.7348403
5.503818180800608e-11	8.592551e-09	1.4617212e-08	0.7389274
5.7506980635559666e-11	5.79421e-09	1.3695406e-08	0.74467796
6.002520177629016e-11	4.032902e-09	1.158842e-08	0.75199896
6.254341939998198e-11	3.0452525e-09	1.0436163e-08	0.76039153
6.501226868234547e-11	1.9094557e-09	9.5802e-09	0.769278
6.753048592733898e-11	1.3497876e-09	9.415592e-09	0.77869695
7.004871824152051e-11	1.3168659e-10	8.098725e-09	0.7882143
7.251756297301995e-11	2.3045155e-10	5.769519e-09	0.7974041
7.503577270458e-11	7.2427625e-10	4.1481276e-09	0.8063929
7.750461139827645e-11	1.5802392e-09	2.633732e-09	0.8146098
8.002281251585914e-11	2.3703588e-09	1.8189211e-09	0.8222071
8.254100173755149e-11	3.917676e-09	1.0534927e-09	0.8289076
8.500980996497541e-11	5.695445e-09	1.975299e-10	0.83458006
8.75279542785222e-11	6.8806245e-09	7.901196e-10	0.8394925
9.004609215743707e-11	7.242763e-09	1.5802392e-09	0.8436123
9.251485807219353e-11	6.913546e-09	2.5020452e-09	0.8469929
9.503296265283778e-11	6.847703e-09	3.4238514e-09	0.84988856
9.750171184432008e-11	5.8600533e-09	4.0822843e-09	0.85229284
1.0001982231920106e-10	5.152238e-09	3.9505976e-09	0.8543967
1.0253793076562847e-10	4.2798143e-09	3.2263217e-09	0.85622615
1.0500665660826988e-10	4.510266e-09	2.9629483e-09	0.85781205
1.0752476887482174e-10	5.9588183e-09	3.9505976e-09	0.85926396
1.1004286200838102e-10	5.530837e-09	5.333307e-09	0.86058384
1.1251157682610167e-10	4.460883e-09	5.069934e-09	0.8617762
1.1502967893405282e-10	3.7859897e-09	5.2016205e-09	0.86290926
1.1754776964675907e-10	3.4896948e-09	5.234542e-09	0.8639747
1.2001649583568572e-10	3.753068e-09	5.069934e-09	0.8649659
1.2253459336953826e-10	3.7201462e-09	5.79421e-09	0.865933
1.2500330383095533e-10	3.7201462e-09	6.5184866e-09	0.8668461
1.275214087045644e-10	3.5226164e-09	6.18927e-09	0.86774844
1.3003950066167084e-10	2.2057505e-09	6.5843295e-09	0.86862767
1.3250822685818328e-10	2.0411421e-09	6.1234267e-09	0.8694723
1.3502631695002302e-10	2.4032802e-09	6.1234267e-09	0.8703208
1.375444216489916e-10	2.0082205e-09	6.748938e-09	0.8711606
1.400131363658914e-10	2.0082205e-09	6.913546e-09	0.8719792
1.425312311584166e-10	1.679004e-09	7.045233e-09	0.87281346
1.450493284347845e-10	9.547279e-10	7.901195e-09	0.87365085
1.4751805276952743e-10	-1.6460824e-10	7.901195e-09	0.8744785
1.5003615608835797e-10	-2.6337318e-10	7.967039e-09	0.8753338
1.5250487268147896e-10	-5.925897e-10	7.3744495e-09	0.8761869
1.550229737484453e-10	-5.2674637e-10	7.242763e-09	0.8770765
1.5754108050955934e-10	-6.58433e-10	7.5719795e-09	0.87799037
1.6000981126470074e-10	-1.218101e-09	8.559629e-09	0.87891513
1.6252790525982705e-10	-2.5020452e-09	8.888845e-09	0.87989354
1.6504600503666202e-10	-4.016441e-09	8.296255e-09	0.8809138
1.675147403801619e-10	-4.8065605e-09	7.308606e-09	0.8819623
1.700328415394756e-10	-5.069934e-09	7.4402924e-09	0.88308895
1.725015651316397e-10	-6.1234267e-09	7.0781545e-09	0.88425946
1.7501968686110354e-10	-6.847703e-09	6.5184866e-09	0.8855324
1.7753779294314754e-10	-6.946468e-09	6.5843295e-09	0.88689834
1.800065189145987e-10	-7.901195e-09	6.1563483e-09	0.88834405
1.8252462119306008e-10	-9.744808e-09	6.1234267e-09	0.88994664
1.8504274270373844e-10	-1.12921255e-08	5.5966805e-09	0.8917018
1.875114880407642e-10	-1.3102816e-08	4.4773443e-09	0.8935981
1.9002960902514155e-10	-1.5473175e-08	2.6995752e-09	0.8957446
1.9254772573572403e-10	-1.6790041e-08	-4.609031e-10	0.89814526
1.9501648577450084e-10	-1.8831184e-08	-2.897105e-09	0.9007897
1.9753462268683066e-10	-2.1004011e-08	-4.8065605e-09	0.9038318
2.0000338901648878e-10	-2.4032804e-08	-9.086375e-09	0.90719384
2.0252153051333204e-10	-2.7851714e-08	-1.5670704e-08	0.9110285
2.0503969169977544e-10	-3.055129e-08	-2.4493707e-08	0.91521645
2.0750847333303096e-10	-3.1637704e-08	-3.7267306e-08	0.9194375
2.100266485271746e-10	-3.137433e-08	-5.290509e-08	0.9232312
2.125448384709138e-10	-2.5613042e-08	-7.453461e-08	0.9250449
2.1501365915280793e-10	-1.1687185e-08	-9.771145e-08	0.922073
2.1753188188073507e-10	1.5226263e-08	-1.1720107e-07	0.9098015
2.2000073322910116e-10	5.4057345e-08	-1.2497058e-07	0.88622224
2.2251896307143002e-10	9.843573e-08	-1.3142322e-07	0.85528994
2.2503719987267575e-10	1.5038609e-07	-1.17036464e-07	0.82214063
2.275061581913934e-10	1.797522e-07	-5.448533e-08	0.78801405
2.3002479170362917e-10	1.7058352e-07	2.4296178e-08	0.7537147
2.325435171236338e-10	1.3346437e-07	8.439773e-08	0.72265595
2.350122295061207e-10	8.701192e-08	1.1417228e-07	0.6971966
2.37530256008565e-10	4.1217906e-08	1.17727815e-07	0.6770674
2.400484070324963e-10	3.1275567e-09	1.0350566e-07	0.6626341
2.4251716581341694e-10	-2.1300307e-08	7.927533e-08	0.6537043
2.450352886724079e-10	-3.236198e-08	5.6493548e-08	0.64920646
2.4750403619518526e-10	-3.4847567e-08	3.7662367e-08	0.6484092
2.500221986514759e-10	-3.1456636e-08	2.2123348e-08	0.65066147
2.5254039858128016e-10	-2.7061596e-08	1.3958779e-08	0.65557754
2.5500925473798426e-10	-2.3736508e-08	8.559629e-09	0.66252875
2.57527476980904e-10	-2.074064e-08	3.6872247e-09	0.6713123
2.600456915500705e-10	-1.75637e-08	-6.58433e-10	0.6814032
2.625145424312486e-10	-1.4419682e-08	-3.8189114e-09	0.6922753
2.6503275868660284e-10	-1.0008181e-08	-5.135777e-09	0.70412797
2.675015862295545e-10	-7.045233e-09	-5.79421e-09	0.716288
2.700197978576797e-10	-4.213971e-09	-5.135777e-09	0.72903615
2.7253799152230185e-10	-2.3045155e-09	-4.2798143e-09	0.7419372
2.750068268035805e-10	-1.9752988e-09	-3.1604783e-09	0.75455576
2.775250143817046e-10	-7.571979e-10	-2.7983402e-09	0.76721853
2.8004319751591813e-10	1.5308567e-09	-2.0411421e-09	0.77948767
2.8251198642744903e-10	1.9423774e-09	-3.292165e-10	0.7909462
2.8503015823557333e-10	2.1728288e-09	1.2839443e-09	0.8018557
2.8754830814223726e-10	2.1399071e-09	3.1604783e-09	0.8117929
2.900170683940875e-10	3.2592433e-09	4.9629385e-09	0.82044816
2.9253519436625025e-10	3.4896948e-09	5.769519e-09	0.82808846
2.950039476124142e-10	4.115206e-09	6.3209566e-09	0.83441854
2.975220653114383e-10	3.094635e-09	8.164569e-09	0.8397755
3.000401783613501e-10	1.9752988e-09	8.691315e-09	0.84416324
3.0250889213663176e-10	6.255113e-10	8.362099e-09	0.8476854
3.0502699070951455e-10	-2.3045155e-10	8.296255e-09	0.85064447
3.075450705787388e-10	-8.724237e-10	8.362099e-09	0.85310715
3.1001377596055233e-10	-1.218101e-09	7.5719795e-09	0.8551532
3.125318378627287e-10	-1.8271515e-09	7.637823e-09	0.85695446
3.1500054474864674e-10	-1.876534e-09	7.308606e-09	0.85850644
3.175186171180993e-10	-2.3703588e-09	5.629602e-09	0.85992247
3.200366845927622e-10	-1.1522577e-09	5.5966805e-09	0.86120796
3.2250538417019523e-10	-1.0864144e-09	5.267464e-09	0.8623694
3.250234670981273e-10	-5.432072e-10	5.0040905e-09	0.86347437
3.275415490752456e-10	-5.1028554e-10	5.0040905e-09	0.86451536
3.3001024247494204e-10	-1.218101e-09	5.530837e-09	0.86548615
3.325283217499868e-10	-1.5802392e-09	4.971169e-09	0.8664352
3.350464102285675e-10	-2.1728288e-09	4.3456576e-09	0.86735135
3.375151083118176e-10	-2.1728288e-09	2.9629483e-09	0.8682238
3.400332006427838e-10	-1.2510226e-09	3.2263217e-09	0.8690934
3.4250189725114874e-10	-6.255113e-10	3.0287917e-09	0.869931
3.4501998982425614e-10	-5.5966803e-10	3.4896948e-09	0.8707744
3.4753806971108557e-10	-5.2674637e-10	3.8847547e-09	0.8716113
3.5000677999774106e-10	-1.1193361e-09	4.411501e-09	0.8724291
3.5252486399023684e-10	-1.9094557e-09	4.0822843e-09	0.8732646
3.5504294346957445e-10	-2.3374371e-09	3.6213814e-09	0.8741053
3.5751166974102333e-10	-1.8436124e-09	2.633732e-09	0.87493837
3.6002975080602063e-10	-9.876494e-10	2.8312617e-09	0.87580127
3.625478398150277e-10	-5.2674637e-10	2.8312617e-09	0.8766816
3.650165405977839e-10	-9.218062e-10	3.6872247e-09	0.87756634
3.675346284568355e-10	-1.316866e-09	3.6872247e-09	0.8784956
