# t (s)	mx ()	my ()	mz ()	E_total (J)	MaxAngle (rad)
0	9.835343e-10	5.5966803e-10	0.9795359	-2.0725773e-17	0.26627225
2.5119229385075643e-12	1.2510226e-09	7.571979e-10	0.9685896	-2.0672324e-17	0.23999399
5.040547170125054e-12	2.1728288e-09	1.9835293e-09	0.9573256	-2.0547888e-17	0.22852534
7.516144230498139e-12	9.876494e-10	4.748948e-09	0.9478172	-2.0364235e-17	0.22642282
1.0039372516344505e-11	-1.8436124e-09	6.4526433e-09	0.9408936	-2.0130876e-17	0.22535218
1.2511330781309067e-11	-6.1563483e-09	9.218062e-09	0.93674535	-1.9868092e-17	0.2226512
1.503176346423308e-11	-1.2905287e-08	9.876494e-09	0.93431383	-1.9558775e-17	0.22100566
1.7502252254150276e-11	-2.317684e-08	8.526707e-09	0.9321146	-1.9196195e-17	0.21858573
2.0021832437311762e-11	-3.6016285e-08	3.0287917e-09	0.9271509	-1.8748151e-17	0.21621388
2.254122637234108e-11	-4.852651e-08	-9.481435e-09	0.91486824	-1.8241943e-17	0.2184488
2.5011095618696636e-11	-5.3003856e-08	-2.9234425e-08	0.892411	-1.7789264e-17	0.24203244
2.7530208073292278e-11	-5.5571743e-08	-5.030428e-08	0.8630441	-1.7608166e-17	0.2725464
3.0049244803583766e-11	-5.491331e-08	-7.993376e-08	0.8319093	-1.7920125e-17	0.22291827
3.25188403222762e-11	-2.7654185e-08	-1.0587602e-07	0.7985068	-1.8432257e-17	0.19828252
3.503788226719895e-11	1.8304437e-08	-1.0758795e-07	0.76250535	-1.887873e-17	0.19605312
3.750754530624126e-11	5.8007945e-08	-8.625472e-08	0.7283083	-1.9192243e-17	0.20143819
4.002619463532063e-11	8.0328824e-08	-5.4386565e-08	0.69735575	-1.9408266e-17	0.20732722
4.2544329988163816e-11	8.3209464e-08	-2.2255035e-08	0.67208624	-1.9544698e-17	0.21113808
4.501311426239584e-11	7.39091e-08	3.1604783e-09	0.65317285	-1.9622642e-17	0.2114916
4.753129021211261e-11	5.8995596e-08	2.0148049e-08	0.63966244	-1.9664672e-17	0.21161962
5.000003955149082e-11	4.1398973e-08	2.8049245e-08	0.63169056	-1.968421e-17	0.21068111
5.25181608548695e-11	2.7954595e-08	2.9497798e-08	0.62796974	-1.9692907e-17	0.21108234
5.5036299544712955e-11	1.8123368e-08	2.7917558e-08	0.62785614	-1.9697295e-17	0.21112244
5.750509251806495e-11	1.158842e-08	2.396696e-08	0.6307592	-1.9701525e-17	0.21090844
6.002330435827254e-11	6.69544e-09	2.1728289e-08	0.63633955	-1.9708117e-17	0.21029656
6.254153029033375e-11	3.6213814e-09	1.8304437e-08	0.6440423	-1.9718192e-17	0.21140668
6.501039705493069e-11	7.571979e-10	1.580239e-08	0.6531856	-1.9731867e-17	0.21025403
6.752862187715341e-11	-9.17691e-10	1.237854e-08	0.66377044	-1.9749655e-17	0.21149954
7.00468477717053e-11	-1.5720087e-09	1.158842e-08	0.6753514	-1.9771036e-17	0.21147797
7.251571323695669e-11	-1.958838e-09	9.481435e-09	0.68744534	-1.9795062e-17	0.21070819
7.503395458960751e-11	-2.3703588e-09	8.691315e-09	0.70031977	-1.9822182e-17	0.21157563
7.750280390065463e-11	-2.9135658e-09	7.506136e-09	0.71327335	-1.9850781e-17	0.21223196
8.002104242820433e-11	-1.9752988e-09	5.9258967e-09	0.7266399	-1.9881425e-17	0.21269357
8.253926555691173e-11	-1.316866e-09	5.6625233e-09	0.7399888	-1.9912922e-17	0.21316318
8.500810349526643e-11	-1.2098705e-09	7.111076e-09	0.7528938	-1.9943961e-17	0.21368212
8.752630051529171e-11	-2.1728288e-09	7.670744e-09	0.765695	-1.9975047e-17	0.21439655
9.004451535959243e-11	-2.4691236e-09	5.9258967e-09	0.777938	-2.0004748e-17	0.21527417
9.251333779776195e-11	-2.1728288e-09	3.7201462e-09	0.7891992	-2.0031717e-17	0.21678963
9.503151246052497e-11	-6.666634e-10	1.8806492e-09	0.7997231	-2.0056293e-17	0.21926361
9.75003099451499e-11	1.4156308e-09	1.316866e-09	0.808917	-2.0076974e-17	0.22162285
1.0001847421275434e-10	4.609031e-09	8.4361723e-10	0.8170171	-2.0094391e-17	0.22316995
1.0253663118835952e-10	6.2386523e-09	5.2674637e-10	0.8237771	-2.0108256e-17	0.22517875
1.0500540216641785e-10	6.716016e-09	1.1851794e-09	0.82914716	-2.0118818e-17	0.22682418
1.0752353050864171e-10	6.946468e-09	1.4485525e-09	0.83346766	-2.0127026e-17	0.22830185
1.1004164838118608e-10	7.818891e-09	1.316866e-09	0.8367972	-2.0133144e-17	0.22824918
1.1251038259164049e-10	7.892965e-09	2.2057505e-09	0.8392855	-2.0137527e-17	0.22970186
1.1502846813634678e-10	7.308606e-09	2.6008102e-09	0.84120995	-2.0140687e-17	0.2306257
1.175465679792665e-10	6.6913253e-09	2.3045155e-09	0.84266657	-2.0142834e-17	0.23112713
1.2001529353363035e-10	6.4361823e-09	2.2222113e-09	0.8437573	-2.0144195e-17	0.23137288
1.2253338366174967e-10	6.1563483e-09	3.1440175e-09	0.8446164	-2.0145047e-17	0.23148982
1.2500210164656588e-10	6.090505e-09	3.8024504e-09	0.84527487	-2.0145502e-17	0.23153374
1.2752017213569255e-10	4.8065605e-09	4.510266e-09	0.845808	-2.0145716e-17	0.23154464
1.3003826078007436e-10	4.1810493e-09	3.6213814e-09	0.8462366	-2.0145754e-17	0.2315345
1.3250697091596575e-10	3.7859897e-09	2.814801e-09	0.84658015	-2.0145691e-17	0.23151866
1.350250769654603e-10	4.1810493e-09	2.6831144e-09	0.8468709	-2.0145557e-17	0.2315571
1.375431510608562e-10	4.2962753e-09	3.2921648e-09	0.84711486	-2.014539e-17	0.23174948
1.4001186060390224e-10	4.493805e-09	3.1934e-09	0.8473176	-2.0145206e-17	0.23190463
1.4252994431765076e-10	3.7201462e-09	4.115206e-09	0.84749496	-2.0145016e-17	0.23203892
1.4504803405178721e-10	2.6666536e-09	4.4773443e-09	0.8476481	-2.014483e-17	0.23215267
1.4751675420634408e-10	2.0082205e-09	3.5226164e-09	0.84777844	-2.014465e-17	0.23224851
1.5003483412142775e-10	1.6460824e-09	2.9300267e-09	0.84789467	-2.0144487e-17	0.23233448
1.525035448661404e-10	2.4691236e-09	2.0411421e-09	0.84799474	-2.0144333e-17	0.23240668
1.5502163570627503e-10	2.2057505e-09	2.5020452e-09	0.8480845	-2.014419e-17	0.23247525
1.5753972303744844e-10	2.6995752e-09	2.5020452e-09	0.84816366	-2.0144061e-17	0.23253733
1.6000841417841195e-10	2.3045155e-09	3.0287917e-09	0.8482323	-2.0143944e-17	0.23259242
1.6252650103711045e-10	2.4032802e-09	2.1399071e-09	0.8482945	-2.0143835e-17	0.23264232
