# t (s)	mx ()	my ()	mz ()
0	8.888845e-10	6.58433e-10	0.9795362
2.5180023704218874e-12	1.3250964e-09	1.8106906e-10	0.9727543
5.045351243456428e-12	1.8106907e-09	1.0041102e-09	0.9666472
7.5194194917291e-12	2.2715938e-09	2.5720037e-09	0.9620859
1.0041983698977743e-11	1.4320917e-09	4.71294e-09	0.9595956
1.2514106378847841e-11	-5.925897e-10	5.8600533e-09	0.95953995
1.5034820481408078e-11	-4.1481276e-09	6.18927e-09	0.96175236
1.7505495142541317e-11	-7.703666e-09	4.6748743e-09	0.96563727
2.0025103531575728e-11	-1.0929988e-08	3.950598e-10	0.97019243
2.2544430989154618e-11	-1.2543148e-08	-6.5843295e-09	0.972545
2.501413888288618e-11	-9.39913e-09	-1.5012272e-08	0.9664498
2.7533063655316087e-11	-2.1728288e-09	-1.9785912e-08	0.9433638
3.000245989063054e-11	4.411501e-09	-1.9489615e-08	0.90609723
3.252109644254502e-11	1.297113e-08	-1.4485526e-08	0.86886525
3.503970285454667e-11	1.9884675e-08	-4.609031e-09	0.8409277
3.750896410883913e-11	2.1728289e-08	2.0822943e-09	0.82013816
4.002732702803602e-11	2.1629523e-08	6.0781593e-09	0.80445504
4.254531649505318e-11	1.8880565e-08	9.810651e-09	0.79379255
4.501407959324766e-11	1.4290053e-08	1.2724217e-08	0.7876058
4.7532294863118427e-11	9.518471e-09	1.4222152e-08	0.78483856
5.0001109581812433e-11	5.3497677e-09	1.3102816e-08	0.7849664
5.25192489293739e-11	2.7818794e-09	1.1127518e-08	0.7873947
5.503738991556975e-11	2.2469024e-09	9.810651e-09	0.79146594
5.750615700556216e-11	1.0864144e-09	8.259218e-09	0.79658353
6.002433272871578e-11	4.773639e-10	6.991735e-09	0.80264354
6.254249593714658e-11	2.9629485e-10	5.380632e-09	0.80923
6.501129187225299e-11	9.218062e-10	4.609031e-09	0.81585544
6.752945566800397e-11	1.1851794e-09	3.4238514e-09	0.8224846
7.004760253060645e-11	2.2715938e-09	2.757188e-09	0.8287767
7.2516383491901e-11	3.5226164e-09	2.5678886e-09	0.8344964
7.50345311859012e-11	4.707796e-09	2.2222113e-09	0.83980316
7.750329274212688e-11	5.135777e-09	3.3909298e-09	0.84446305
8.002142507919767e-11	5.0040905e-09	3.3909298e-09	0.8486763
8.253955898957962e-11	5.629602e-09	3.9505976e-09	0.8523932
8.500829304968467e-11	5.0205515e-09	5.135777e-09	0.8556239
8.752642102910603e-11	3.654303e-09	6.913546e-09	0.85857284
9.004451692849638e-11	2.9629483e-09	6.0575833e-09	0.8612417
9.251324600843759e-11	3.555538e-09	5.0040905e-09	0.8636436
9.50313372060315e-11	4.7901e-09	5.3991505e-09	0.86592305
9.750004472668446e-11	4.6748743e-09	6.5843295e-09	0.86803085
1.0001813225806881e-10	3.6213814e-09	7.5719795e-09	0.8700863
1.0253620601309795e-10	3.358008e-09	8.230412e-09	0.872077
1.050049261612224e-10	2.1399071e-09	8.164569e-09	0.8739915
1.0752302211479688e-10	1.5143958e-09	7.7695095e-09	0.87592983
1.1004110881180903e-10	1.4485525e-09	8.691315e-09	0.8778754
1.125098204723182e-10	2.3045155e-10	9.1522185e-09	0.87981075
1.1502791332168079e-10	-9.876495e-11	8.823002e-09	0.88183486
1.1754601603855822e-10	-4.609031e-10	9.086375e-09	0.88393295
1.2001474156046661e-10	-7.2427625e-10	9.448513e-09	0.8860867
1.2253284146273538e-10	-1.8436124e-09	9.876494e-09	0.88841176
1.2500156796536903e-10	-3.1275567e-09	1.0534928e-08	0.89084977
1.275196732488332e-10	-5.037012e-09	1.1160439e-08	0.89353853
1.30037771862209e-10	-7.012311e-09	1.0732458e-08	0.8964797
1.3250652201280017e-10	-9.020532e-09	1.0995831e-08	0.89966494
1.3502464092670583e-10	-1.1259204e-08	1.0864144e-08	0.9032897
1.3754275684772655e-10	-1.497935e-08	1.0454681e-08	0.9073727
1.4001152509688276e-10	-1.919332e-08	9.5472785e-09	0.91190016
1.4252966515658772e-10	-2.4394941e-08	5.5966805e-09	0.91711956
1.4504780911958258e-10	-3.0222072e-08	1.1687186e-09	0.92295164
1.475165967657337e-10	-3.6674717e-08	-6.716016e-09	0.92910844
1.500347630673794e-10	-4.2666457e-08	-1.896287e-08	0.93528956
1.5250357322849694e-10	-4.612323e-08	-3.657595e-08	0.9398963
1.5502176942257913e-10	-4.39504e-08	-6.0180774e-08	0.94001883
1.575399805814115e-10	-2.8814673e-08	-8.506954e-08	0.929837
1.6000880123736278e-10	3.917676e-09	-9.9160005e-08	0.9046042
1.6252703366241574e-10	4.1876337e-08	-1.0001597e-07	0.8686024
1.650452513470723e-10	7.4666296e-08	-9.204893e-08	0.83378154
1.6751418056267194e-10	9.968675e-08	-5.6863918e-08	0.8020706
1.7003276811316245e-10	1.0534927e-07	-8.032882e-09	0.7727673
1.7250188676758816e-10	9.218885e-08	3.3448394e-08	0.74835175
1.7501980548062956e-10	6.590914e-08	5.8205476e-08	0.7287061
1.7753784936167904e-10	3.7102698e-08	6.413137e-08	0.7145018
1.8000660265508057e-10	1.4798281e-08	5.8600534e-08	0.7053815
1.825247013592107e-10	-1.316866e-09	4.6617053e-08	0.70053524
1.85042806238221e-10	-8.395021e-09	3.555538e-08	0.69947875
1.8751154875217102e-10	-1.2444383e-08	2.594226e-08	0.70130956
1.9002968754593923e-10	-1.30698945e-08	1.9489615e-08	0.7055755
1.9254785961004258e-10	-1.2822982e-08	1.3958779e-08	0.71190387
1.9501667509150855e-10	-1.1670725e-08	1.0534928e-08	0.71971995
1.9753486495406645e-10	-1.1275665e-08	6.847703e-09	0.7289172
2.0000367514216127e-10	-9.646043e-09	3.4238514e-09	0.7387944
2.0252184352910768e-10	-7.7695095e-09	1.8436124e-09	0.74948233
2.050400560895902e-10	-6.716016e-09	8.5596286e-10	0.76056474
2.0750886979395308e-10	-5.0040905e-09	-6.5843296e-11	0.7715963
2.1002702753273088e-10	-4.1810493e-09	3.292165e-10	0.78278875
2.125451832732814e-10	-3.0617133e-09	1.1193361e-09	0.7936901
2.1501395607482048e-10	-1.2510226e-09	-2.057603e-11	0.8038817
2.1753211998153023e-10	8.230412e-10	1.5802392e-09	0.813575
2.2000087963093962e-10	2.3374371e-09	2.633732e-09	0.8222328
2.2251901629705307e-10	3.6213814e-09	2.633732e-09	0.83009446
2.250371504611599e-10	4.9053255e-09	4.411501e-09	0.8369404
2.2750589294218214e-10	5.3991505e-09	6.716016e-09	0.8427024
2.3002400271217073e-10	4.510266e-09	8.032882e-09	0.84770715
2.3254209005483314e-10	3.9835193e-09	8.823002e-09	0.85196245
2.350108038566014e-10	2.6008102e-09	9.481435e-09	0.85554236
2.3752889663997686e-10	1.7942299e-09	9.1522185e-09	0.8587189
2.4004696688156043e-10	8.888845e-10	8.691315e-09	0.86152685
2.4251567462256e-10	3.950598e-10	9.218062e-09	0.86400926
2.450337590527316e-10	-6.58433e-10	9.5802e-09	0.8663364
2.4750246043261936e-10	-1.0205711e-09	9.810651e-09	0.8684712
2.500205339224807e-10	-2.2057505e-09	8.9546885e-09	0.8705433
2.525386285460748e-10	-2.7983402e-09	7.802431e-09	0.8725449
2.5500732438342433e-10	-2.4691236e-09	7.4402924e-09	0.87446797
2.575254099790736e-10	-2.3703588e-09	7.242763e-09	0.8764154
2.6004348375883966e-10	-3.0617133e-09	7.637823e-09	0.8783722
2.6251219329788053e-10	-4.6419526e-09	6.9793895e-09	0.8803217
2.650302795730553e-10	-4.5431876e-09	6.4526433e-09	0.8823649
2.6754838625731594e-10	-5.168699e-09	5.5966805e-09	0.88448787
2.700170995254381e-10	-5.7612883e-09	5.79421e-09	0.8866725
2.7253519606076367e-10	-7.111076e-09	5.333307e-09	0.889037
2.750039227472235e-10	-7.2756845e-09	4.510266e-09	0.89152294
2.775220258985889e-10	-8.79008e-09	3.9505976e-09	0.8942722
2.8004014235546385e-10	-1.0238633e-08	3.2921648e-09	0.897288
2.825088810813036e-10	-1.178595e-08	1.7448474e-09	0.9005627
2.8502698602194086e-10	-1.3892936e-08	-4.2798143e-10	0.9042981
2.8754510162784067e-10	-1.5341488e-08	-2.9629483e-09	0.9085132
2.900138565270853e-10	-1.698757e-08	-6.650173e-09	0.9131897
2.925319894920577e-10	-1.8699497e-08	-1.1259204e-08	0.91857123
2.9500076167125446e-10	-2.03785e-08	-1.8436124e-08	0.92442393
2.975189208643523e-10	-1.9752989e-08	-2.8049245e-08	0.93075246
3.000370762328643e-10	-1.5999921e-08	-4.0954532e-08	0.93672925
3.025058882620159e-10	-6.271574e-09	-5.530837e-08	0.9405509
3.0502407699572497e-10	1.0271554e-08	-6.795028e-08	0.93865454
3.0754228693282165e-10	3.5966902e-08	-7.190088e-08	0.9247177
3.100111355361366e-10	6.567869e-08	-5.846885e-08	0.8957146
3.125293582494096e-10	8.7571586e-08	-3.7267306e-08	0.8593058
3.1504756507903754e-10	1.0034518e-07	-1.0798301e-08	0.82519853
3.1751656225890637e-10	9.060037e-08	2.7094517e-08	0.7941412
3.200351936712278e-10	6.373631e-08	5.7876257e-08	0.76586694
3.2250410968367857e-10	3.2468975e-08	7.124245e-08	0.7427436
3.2502203485126445e-10	5.5802194e-09	6.913546e-08	0.7245266
3.2754009441819316e-10	-1.30698945e-08	5.6361863e-08	0.7116538
3.300088345151089e-10	-2.3440213e-08	3.9637666e-08	0.70371723
3.3252694530048755e-10	-2.5678887e-08	2.5020453e-08	0.6999356
3.3504501416029186e-10	-2.316038e-08	1.3432032e-08	0.6997126
3.375137439968077e-10	-1.958838e-08	6.9793895e-09	0.702195
3.4003189411621157e-10	-1.6312677e-08	3.358008e-09	0.70702875
3.4250067043274077e-10	-1.4008162e-08	1.7119257e-09	0.7136774
3.4501885345642636e-10	-1.08970655e-08	-1.1851794e-09	0.7219947
