# t (s)	mx ()	my ()	mz ()	E_total (J)	MaxAngle (rad)
0	1.1193361e-09	5.925897e-10	0.97953635	-2.0725771e-17	0.26627403
2.514879706912302e-12	-9.053453e-11	3.950598e-10	0.9707316	-2.0685895e-17	0.24076235
5.0426913173386465e-12	-1.1851794e-09	-9.958798e-10	0.9621973	-2.0598748e-17	0.2305219
7.517607336238353e-12	-9.547279e-10	-3.2921648e-09	0.9553533	-2.0472407e-17	0.22750488
1.0040789805974831e-11	1.5802392e-09	-6.4526433e-09	0.9509233	-2.03105e-17	0.22532979
1.25131041152654e-11	6.5184866e-09	-7.5719795e-09	0.94927055	-2.012565e-17	0.22494717
1.5033857658772604e-11	1.2905287e-08	-7.3744495e-09	0.9498592	-1.9905438e-17	0.22214073
1.750457560714004e-11	1.9687146e-08	-3.9505976e-09	0.951584	-1.9641458e-17	0.2204124
2.0024311657313836e-11	2.716036e-08	3.8189114e-09	0.95204914	-1.9297619e-17	0.21556473
2.2543803404381542e-11	3.1802312e-08	1.7119257e-08	0.9457943	-1.8881661e-17	0.2106053
2.5013723133357076e-11	2.8950474e-08	3.410683e-08	0.9248894	-1.8540241e-17	0.2163125
2.7532851526359602e-11	1.3168659e-08	4.727549e-08	0.88714147	-1.848542e-17	0.25150326
3.000236940944261e-11	-5.135777e-09	4.793392e-08	0.8495592	-1.8793016e-17	0.24090031
3.25211500314376e-11	-2.4987532e-08	4.0510088e-08	0.81615585	-1.9209612e-17	0.20642506
3.5039986704020115e-11	-3.9440135e-08	2.5580121e-08	0.7861124	-1.9511586e-17	0.19881617
3.750944834798332e-11	-4.655121e-08	7.802431e-09	0.7607509	-1.9693832e-17	0.20222999
4.002773319401553e-11	-4.251831e-08	-9.218062e-09	0.7399496	-1.9802161e-17	0.20838667
4.2545815449027944e-11	-3.160478e-08	-2.1333229e-08	0.7245998	-1.9860784e-17	0.21141577
4.501466323273132e-11	-1.876534e-08	-2.6073947e-08	0.71446145	-1.9888995e-17	0.21196894
4.7532905474843205e-11	-6.9382375e-09	-2.5415513e-08	0.70860475	-1.9901468e-17	0.21206525
5.0001657990930154e-11	1.6131608e-09	-2.1728289e-08	0.7067412	-1.9906417e-17	0.21153276
5.251978331391562e-11	7.012311e-09	-1.619745e-08	0.7079358	-1.990945e-17	0.21159549
5.5037914433630355e-11	8.576089e-09	-1.158842e-08	0.71158814	-1.9913526e-17	0.2118587
5.750669778151072e-11	9.892956e-09	-8.427942e-09	0.71719253	-1.992008e-17	0.2112032
6.002489051328513e-11	1.0271554e-08	-5.6625233e-09	0.72461647	-1.9930024e-17	0.21224414
6.254309347515406e-11	1.0041103e-08	-2.897105e-09	0.73333937	-1.9943338e-17	0.21148932
6.501190466153351e-11	1.0041103e-08	-1.7119257e-09	0.7427708	-1.9959382e-17	0.21289593
6.753009764923293e-11	9.5802e-09	6.5843296e-11	0.7529874	-1.9978265e-17	0.21323755
7.004830256282201e-11	8.7242364e-09	8.888845e-10	0.7635625	-1.9999014e-17	0.21309613
7.251712791318041e-11	7.111076e-09	2.0411421e-09	0.77405	-2.0020406e-17	0.21435256
7.5035329399247e-11	6.18927e-09	2.8312617e-09	0.7846246	-2.0042426e-17	0.21592169
7.750414171084797e-11	5.267464e-09	3.4156211e-09	0.7946289	-2.0063372e-17	0.21723863
8.002232275058045e-11	4.0493626e-09	3.1440175e-09	0.80422914	-2.0083264e-17	0.21821049
8.254051506801602e-11	2.633732e-09	3.4279666e-09	0.8130176	-2.0100977e-17	0.21987714
8.500931144054345e-11	1.3827093e-09	2.8394922e-09	0.82069993	-2.0115822e-17	0.22223134
8.75274756805591e-11	-9.876495e-11	2.3868196e-09	0.82750255	-2.0128244e-17	0.22288887
9.004563723224904e-11	-8.5596286e-10	1.9506077e-09	0.8332568	-2.0138048e-17	0.22516967
9.251439420891196e-11	-1.5802392e-09	9.547279e-10	0.8379445	-2.014537e-17	0.22512989
9.503252323311875e-11	-1.4485525e-09	4.938247e-10	0.8418687	-2.0150833e-17	0.22715895
9.750128845140918e-11	-6.255113e-10	8.230412e-11	0.84501076	-2.0154509e-17	0.22789066
1.0001940336045701e-10	-2.9629485e-10	4.2798143e-10	0.8476353	-2.0156846e-17	0.22779857
1.025375305563423e-10	-4.938247e-10	6.58433e-10	0.8497994	-2.0158037e-17	0.22863214
1.0500626697791245e-10	-6.58433e-10	-2.4279717e-10	0.8515741	-2.0158332e-17	0.22954318
1.0752439038851044e-10	7.078154e-10	-1.1193361e-09	0.85311157	-2.0157956e-17	0.23009866
1.100425112871972e-10	2.2715938e-09	-9.547279e-10	0.8544358	-2.0157081e-17	0.23045668
1.1251126347964106e-10	2.9464875e-09	6.58433e-10	0.8555729	-2.015587e-17	0.2306364
1.15029380450436e-10	2.2715938e-09	9.876494e-10	0.8566031	-2.0154383e-17	0.23068619
1.1754750547593222e-10	2.4526627e-09	1.7119257e-09	0.8575289	-2.0152725e-17	0.23064189
1.200162363363173e-10	2.2715938e-09	2.0411421e-09	0.85835457	-2.015098e-17	0.23107456
1.2253434538500833e-10	1.6131608e-09	2.0082205e-09	0.859128	-2.0149124e-17	0.23156905
1.2500308572755878e-10	1.9094557e-09	1.7119257e-09	0.8598301	-2.0147258e-17	0.23196556
1.2752119981119366e-10	2.3045155e-09	1.876534e-09	0.8604977	-2.0145325e-17	0.2322972
1.3003931360348356e-10	2.4032802e-09	2.2715938e-09	0.86112344	-2.0143377e-17	0.2325632
1.3250805914031042e-10	1.7942299e-09	2.5020452e-09	0.86170167	-2.0141466e-17	0.23281316
1.3502619130209647e-10	2.8641833e-09	2.732497e-09	0.86226016	-2.0139514e-17	0.23303626
1.375442909890259e-10	2.3374371e-09	2.4032802e-09	0.86279094	-2.013757e-17	0.23322022
1.4001304452553257e-10	2.9135658e-09	2.5020452e-09	0.86328745	-2.0135669e-17	0.23336254
1.4253114670029517e-10	3.1934e-09	2.897105e-09	0.8637724	-2.0133737e-17	0.23347488
1.4504927866847248e-10	2.9629483e-09	3.358008e-09	0.8642377	-2.0131814e-17	0.23355885
1.475180251983689e-10	3.3415473e-09	3.6213814e-09	0.8646772	-2.012994e-17	0.23361397
1.5003612764092802e-10	3.1275567e-09	4.0822843e-09	0.86511004	-2.012803e-17	0.23364872
1.5250485424331527e-10	2.732497e-09	4.2798143e-09	0.86552095	-2.0126166e-17	0.23366006
1.5502293283860308e-10	2.6995752e-09	4.4444226e-09	0.8659276	-2.0124269e-17	0.23365077
1.575410228560372e-10	2.534967e-09	4.7407176e-09	0.86632293	-2.0122368e-17	0.23363534
1.6000974658501994e-10	2.3703588e-09	4.2468926e-09	0.8667008	-2.0120513e-17	0.23361629
1.625278328223662e-10	2.4032802e-09	4.1481276e-09	0.86707747	-2.0118614e-17	0.23358048
1.6504593476861194e-10	2.6666536e-09	4.938247e-09	0.8674461	-2.0116708e-17	0.23352821
1.675146622803232e-10	2.8641833e-09	5.267464e-09	0.86780065	-2.0114837e-17	0.233462
1.7003274169611517e-10	2.897105e-09	5.7612883e-09	0.8681562	-2.0112918e-17	0.23338032
1.725014454036431e-10	2.3374371e-09	6.3209566e-09	0.8684996	-2.0111026e-17	0.23328699
1.7501955640475634e-10	1.9752988e-09	6.090505e-09	0.8688451	-2.0109082e-17	0.23317997
